Loan_ID,Customer_Age,Income,Loan_Type,Loan_Amount,Interest_Rate,Issue_Date,Loan_Status,Recovery_Status,Recovery_Amount,Outstanding_Amount,Recovery_Rate,Risk_Segment
LN02516,50.0,329407,Personal Loan,497000,16.52,2025-05-25,Fully Paid,Recovered,494007.18,2992.82,99.4,Medium Risk
LN07882,49.0,803977,Home Loan,3955000,8.51,2025-09-30,Fully Paid,Recovered,3953172.5,1827.5,99.95,Medium Risk
LN02190,53.0,299323,Education Loan,497000,11.79,2025-05-02,Fully Paid,Recovered,495272.92,1727.08,99.65,Medium Risk
LN05730,63.0,486270,Home Loan,4981000,9.53,2025-11-07,Fully Paid,Recovered,4891623.37,89376.63,98.21,High Risk
LN03870,62.0,582374,Auto Loan,819000,10.45,2025-08-30,Fully Paid,Recovered,803075.68,15924.32,98.06,Medium Risk
LN07723,44.0,1013750,Home Loan,3417000,9.02,2025-10-16,Fully Paid,Recovered,3411081.99,5918.01,99.83,Medium Risk
LN01146,28.0,200000,Personal Loan,393000,15.52,2026-01-30,Fully Paid,Recovered,375910.18,17089.82,95.65,Medium Risk
LN01454,30.0,1762527,Education Loan,611000,10.26,2026-02-01,Fully Paid,Recovered,607504.23,3495.77,99.43,Low Risk
LN07710,50.0,590881,Auto Loan,638000,11.5,2026-04-01,Fully Paid,Recovered,619724.45,18275.55,97.14,Medium Risk
LN02320,59.0,454796,Business Loan,3739000,12.38,2025-09-17,Charged Off,Default,542422.96,3196577.04,14.51,High Risk
LN03351,56.0,200000,Business Loan,3682000,12.85,2025-10-29,Fully Paid,Recovered,3508187.04,173812.96,95.28,High Risk
LN02961,38.0,417102,Auto Loan,938000,10.48,2025-06-16,Charged Off,Default,121667.19,816332.81,12.97,Medium Risk
LN04519,48.0,1037615,Personal Loan,356000,16.29,2026-01-29,Charged Off,Default,140071.5,215928.5,39.35,Medium Risk
LN01459,32.0,2126445,Personal Loan,373000,15.05,2025-09-16,Fully Paid,Recovered,360800.93,12199.07,96.73,Low Risk
LN00305,40.0,1882098,Home Loan,3420000,8.07,2025-11-18,Fully Paid,Recovered,3371991.27,48008.73,98.6,Medium Risk
LN09085,49.0,1044185,Auto Loan,960000,10.08,2025-12-04,Fully Paid,Recovered,922617.2,37382.8,96.11,Medium Risk
LN00322,53.0,700687,Business Loan,4245000,12.45,2026-02-08,Fully Paid,Recovered,4060822.04,184177.96,95.66,Medium Risk
LN03398,38.0,699521,Personal Loan,436000,15.58,2025-07-19,Fully Paid,Recovered,421809.47,14190.53,96.75,Medium Risk
LN05387,,798027,Home Loan,3349000,9.07,2025-05-28,Fully Paid,Recovered,3225634.37,123365.63,96.32,Medium Risk
LN04769,34.0,1050826,Home Loan,3500000,8.71,2025-12-11,Fully Paid,Recovered,3450409.9,49590.1,98.58,Medium Risk
LN08313,,461347,Personal Loan,381000,15.58,2025-09-04,Fully Paid,Recovered,369522.85,11477.15,96.99,Medium Risk
LN01544,55.0,804060,Home Loan,3719000,9.91,2025-07-24,Charged Off,Default,1213822.46,2505177.54,32.64,Medium Risk
LN02046,57.0,1457650,Home Loan,3347000,9.45,2025-05-24,Fully Paid,Recovered,3311819.44,35180.56,98.95,Medium Risk
LN01356,35.0,416766,Auto Loan,699000,10.11,2026-02-01,Fully Paid,Recovered,679428.69,19571.31,97.2,Medium Risk
LN00622,,490638,Home Loan,3517000,8.74,2025-05-12,Fully Paid,Recovered,3348670.29,168329.71,95.21,High Risk
LN02253,,482544,Education Loan,737000,11.02,2025-09-08,Fully Paid,Recovered,725718.81,11281.19,98.47,Medium Risk
LN08087,37.0,416301,Home Loan,2357000,9.48,2025-04-25,Fully Paid,Recovered,2278475.14,78524.86,96.67,High Risk
LN02685,64.0,549184,Business Loan,3541000,13.8,2026-02-22,Fully Paid,Recovered,3456620.6,84379.4,97.62,High Risk
LN04851,61.0,664620,Personal Loan,384000,16.07,2025-06-26,Fully Paid,Recovered,365869.5,18130.5,95.28,Medium Risk
LN09810,33.0,616982,Auto Loan,748000,10.38,2026-03-08,Fully Paid,Recovered,741193.68,6806.32,99.09,Medium Risk
LN03402,59.0,304167,Business Loan,4766000,14.2,2025-07-21,Fully Paid,Recovered,4633684.6,132315.4,97.22,High Risk
LN02158,26.0,548044,Home Loan,5110000,9.55,2026-01-02,Fully Paid,Recovered,4863838.85,246161.15,95.18,High Risk
LN05357,60.0,1174128,Personal Loan,481000,15.29,2025-12-22,Fully Paid,Recovered,460856.43,20143.57,95.81,Medium Risk
LN03910,38.0,367592,Home Loan,2663000,8.39,2025-07-17,Fully Paid,Recovered,2549901.54,113098.46,95.75,High Risk
LN06856,61.0,535974,Education Loan,551000,11.03,2025-08-11,Charged Off,Default,105104.48,445895.52,19.08,Medium Risk
LN04229,41.0,515330,Home Loan,4145000,9.82,2025-10-25,Fully Paid,Recovered,3997399.49,147600.51,96.44,High Risk
LN05995,37.0,407481,Home Loan,3888000,9.11,2025-04-26,Fully Paid,Recovered,3803819.34,84180.66,97.83,High Risk
LN07002,55.0,1005073,Business Loan,3776000,12.83,2025-11-12,Charged Off,Default,1083551.51,2692448.49,28.7,Medium Risk
LN03746,51.0,620092,Business Loan,4198000,12.85,2025-08-31,Fully Paid,Recovered,4107509.75,90490.25,97.84,Medium Risk
LN01023,48.0,1028153,Personal Loan,323000,14.66,2025-06-08,Fully Paid,Recovered,313940.81,9059.19,97.2,Medium Risk
LN06383,25.0,514079,Home Loan,3134000,8.75,2025-09-06,Charged Off,Default,957398.69,2176601.31,30.55,High Risk
LN07270,56.0,246163,Personal Loan,438000,16.29,2025-09-05,Fully Paid,Recovered,425628.5,12371.5,97.18,Medium Risk
LN03210,52.0,781353,Personal Loan,384000,15.88,2025-11-09,Fully Paid,Recovered,382755.25,1244.75,99.68,Medium Risk
LN03072,38.0,394545,Personal Loan,268000,15.63,2026-04-22,Fully Paid,Recovered,265566.02,2433.98,99.09,Medium Risk
LN07583,28.0,884588,Home Loan,3004000,9.19,2026-03-30,Fully Paid,Recovered,2940214.59,63785.41,97.88,Medium Risk
LN08084,51.0,373178,Auto Loan,793000,10.76,2025-08-26,Fully Paid,Recovered,780216.85,12783.15,98.39,Medium Risk
LN03603,62.0,567687,Auto Loan,802000,9.86,2026-04-13,Fully Paid,Recovered,785902.21,16097.79,97.99,Medium Risk
LN05334,63.0,745879,Home Loan,3426000,9.04,2025-08-21,Fully Paid,Recovered,3370253.77,55746.23,98.37,Medium Risk
LN02255,35.0,245989,Auto Loan,750000,10.49,2025-05-19,Fully Paid,Recovered,748423.02,1576.98,99.79,Medium Risk
LN00374,27.0,554785,Auto Loan,872000,11.2,2025-10-04,Fully Paid,Recovered,854536.74,17463.26,98.0,Medium Risk
LN09357,35.0,1509713,Auto Loan,616000,10.78,2026-03-25,Fully Paid,Recovered,611775.59,4224.41,99.31,Low Risk
LN01834,52.0,586147,Personal Loan,336000,16.63,2025-12-03,Charged Off,Default,129528.37,206471.63,38.55,Medium Risk
LN08689,37.0,1372043,Auto Loan,700000,10.96,2026-04-03,Fully Paid,Recovered,683410.82,16589.18,97.63,Medium Risk
LN02520,58.0,503782,Personal Loan,474000,16.22,2026-01-26,Charged Off,Default,182810.15,291189.85,38.57,Medium Risk
LN03609,53.0,1228711,Business Loan,4068000,13.5,2026-02-08,Fully Paid,Recovered,4033388.09,34611.91,99.15,Medium Risk
LN01594,,705056,Auto Loan,761000,10.79,2025-11-27,Fully Paid,Recovered,737826.07,23173.93,96.95,Medium Risk
LN01703,54.0,304894,Home Loan,2297000,8.88,2026-04-17,Charged Off,Default,894694.44,1402305.56,38.95,High Risk
LN06563,,1544690,Education Loan,560000,11.92,2025-11-24,Charged Off,Default,78068.0,481932.0,13.94,Low Risk
LN08447,25.0,1061164,Education Loan,557000,11.2,2025-07-26,Fully Paid,Recovered,530539.28,26460.72,95.25,Medium Risk
LN02767,49.0,1450921,Education Loan,785000,11.85,2025-08-22,Fully Paid,Recovered,757250.18,27749.82,96.46,Medium Risk
LN06735,60.0,985873,Personal Loan,401000,15.96,2026-01-28,Charged Off,Default,147975.7,253024.3,36.9,Medium Risk
LN02123,54.0,639370,Auto Loan,1031000,11.5,2025-05-09,Fully Paid,Recovered,1020306.26,10693.74,98.96,Medium Risk
LN03474,49.0,904155,Education Loan,814000,11.21,2025-09-03,Fully Paid,Recovered,777386.47,36613.53,95.5,Medium Risk
LN05970,32.0,1224810,Education Loan,408000,12.2,2026-01-05,Fully Paid,Recovered,399749.56,8250.44,97.98,Medium Risk
LN01088,64.0,1038561,Personal Loan,403000,16.01,2025-05-21,Fully Paid,Recovered,386801.72,16198.28,95.98,Medium Risk
LN06903,25.0,737941,Education Loan,577000,12.53,2025-10-29,Charged Off,Default,94680.96,482319.04,16.41,Medium Risk
LN07772,26.0,647987,Home Loan,3801000,8.24,2025-06-04,Fully Paid,Recovered,3637910.04,163089.96,95.71,Medium Risk
LN02949,40.0,2037194,Business Loan,4638000,11.61,2025-07-09,Fully Paid,Recovered,4487044.61,150955.39,96.75,Medium Risk
LN06391,31.0,608740,Auto Loan,979000,10.59,2025-08-22,Charged Off,Default,125310.76,853689.24,12.8,Medium Risk
LN06111,29.0,636658,Home Loan,2936000,8.55,2025-12-22,Charged Off,Default,408196.51,2527803.49,13.9,Medium Risk
LN01108,61.0,1216645,Auto Loan,875000,10.95,2026-03-25,Fully Paid,Recovered,843870.21,31129.79,96.44,Medium Risk
LN06278,64.0,1677103,Auto Loan,1045000,10.08,2025-08-09,Fully Paid,Recovered,999811.35,45188.65,95.68,Low Risk
LN03881,43.0,1086456,Home Loan,4179000,8.92,2025-08-15,Fully Paid,Recovered,3989497.67,189502.33,95.47,Medium Risk
LN05478,26.0,713191,Education Loan,633000,12.14,2026-01-25,Fully Paid,Recovered,603358.9,29641.1,95.32,Medium Risk
LN05428,31.0,540789,Personal Loan,323000,15.63,2026-01-12,Fully Paid,Recovered,321451.88,1548.12,99.52,Medium Risk
LN09637,40.0,313048,Auto Loan,714000,11.39,2025-10-10,Fully Paid,Recovered,681446.18,32553.82,95.44,Medium Risk
LN09601,42.0,838968,Education Loan,632000,11.62,2025-12-15,Fully Paid,Recovered,618096.95,13903.05,97.8,Medium Risk
LN00714,38.0,663674,Auto Loan,772000,11.47,2025-07-18,Fully Paid,Recovered,758824.96,13175.04,98.29,Medium Risk
LN05747,39.0,1192855,Home Loan,3502000,9.08,2025-05-07,Fully Paid,Recovered,3404682.34,97317.66,97.22,Medium Risk
LN04719,38.0,670169,Personal Loan,473000,16.62,2025-11-09,Fully Paid,Recovered,462912.14,10087.86,97.87,Medium Risk
LN03544,43.0,597202,Personal Loan,536000,16.11,2026-02-13,Fully Paid,Recovered,532264.01,3735.99,99.3,Medium Risk
LN08696,28.0,896253,Auto Loan,736000,9.7,2026-04-04,Charged Off,Default,260245.47,475754.53,35.36,Medium Risk
LN08132,48.0,1007785,Home Loan,3575000,8.21,2026-02-18,Fully Paid,Recovered,3520530.31,54469.69,98.48,Medium Risk
LN08453,59.0,2153388,Education Loan,510000,11.65,2025-12-23,Fully Paid,Recovered,497398.49,12601.51,97.53,Low Risk
LN02827,40.0,259371,Home Loan,4216000,10.19,2025-10-18,Charged Off,Default,1436170.12,2779829.88,34.06,High Risk
LN03380,35.0,578784,Home Loan,4122000,10.02,2025-11-03,Charged Off,Default,1501250.5,2620749.5,36.42,High Risk
LN05072,56.0,786361,Home Loan,4164000,9.61,2026-03-23,Charged Off,Default,1317051.24,2846948.76,31.63,Medium Risk
LN04336,22.0,337623,Personal Loan,414000,15.37,2025-10-15,Fully Paid,Recovered,412215.63,1784.37,99.57,Medium Risk
LN05719,27.0,640137,Personal Loan,257000,15.2,2026-01-23,Charged Off,Default,49881.95,207118.05,19.41,Medium Risk
LN08851,39.0,1072695,Home Loan,3456000,8.59,2025-05-06,Fully Paid,Recovered,3336940.91,119059.09,96.56,Medium Risk
LN01761,53.0,1047820,Home Loan,4270000,9.66,2025-06-21,Fully Paid,Recovered,4100062.54,169937.46,96.02,Medium Risk
LN08318,61.0,788362,Personal Loan,381000,16.08,2025-10-28,Fully Paid,Recovered,372217.13,8782.87,97.69,Medium Risk
LN02013,42.0,873662,Personal Loan,416000,15.15,2026-02-07,Fully Paid,Recovered,413845.34,2154.66,99.48,Medium Risk
LN07691,59.0,834938,Personal Loan,536000,15.16,2026-01-22,Fully Paid,Recovered,515938.22,20061.78,96.26,Medium Risk
LN09259,56.0,1508257,Education Loan,530000,10.9,2025-06-10,Fully Paid,Recovered,516236.9,13763.1,97.4,Low Risk
LN04120,57.0,470276,Home Loan,3309000,9.57,2026-04-02,Fully Paid,Recovered,3269827.1,39172.9,98.82,High Risk
LN07874,26.0,2601144,Personal Loan,379000,15.33,2026-01-09,Charged Off,Default,133247.44,245752.56,35.16,Low Risk
LN02649,60.0,763276,Personal Loan,432000,15.39,2026-02-15,Fully Paid,Recovered,414949.81,17050.19,96.05,Medium Risk
LN05270,33.0,543347,Home Loan,4172000,9.51,2026-03-12,Charged Off,Default,995390.25,3176609.75,23.86,High Risk
LN05363,42.0,935294,Home Loan,2289000,9.92,2025-11-19,Fully Paid,Recovered,2219328.63,69671.37,96.96,Medium Risk
LN03132,49.0,991899,Personal Loan,380000,15.21,2026-03-05,Fully Paid,Recovered,363411.4,16588.6,95.63,Medium Risk
LN02454,53.0,543558,Personal Loan,341000,15.35,2025-09-12,Fully Paid,Recovered,325037.93,15962.07,95.32,Medium Risk
LN06740,53.0,723151,Auto Loan,559000,11.27,2025-05-29,Fully Paid,Recovered,534459.86,24540.14,95.61,Medium Risk
LN07926,22.0,865146,Home Loan,3214000,9.94,2026-03-22,Fully Paid,Recovered,3087615.05,126384.95,96.07,Medium Risk
LN08012,60.0,3043731,Education Loan,439000,10.06,2026-01-19,Charged Off,Default,172042.33,266957.67,39.19,Low Risk
LN08191,60.0,1234982,Business Loan,3334000,12.5,2025-06-18,Fully Paid,Recovered,3291986.16,42013.84,98.74,Medium Risk
LN09237,51.0,1496508,Business Loan,3119000,13.05,2025-05-29,Fully Paid,Recovered,2968847.44,150152.56,95.19,Medium Risk
LN09327,54.0,1369791,Home Loan,4396000,8.63,2025-08-01,Fully Paid,Recovered,4281145.81,114854.19,97.39,Medium Risk
LN07132,30.0,505766,Home Loan,3810000,9.14,2025-10-18,Fully Paid,Recovered,3680106.27,129893.73,96.59,High Risk
LN00336,23.0,385175,Business Loan,4488000,12.72,2026-03-13,Charged Off,Default,1294673.54,3193326.46,28.85,High Risk
LN01661,45.0,1484058,Home Loan,3189000,8.56,2025-10-27,Charged Off,Default,1016738.16,2172261.84,31.88,Medium Risk
LN09543,29.0,1027017,Home Loan,1727000,8.37,2025-09-10,Fully Paid,Recovered,1681690.36,45309.64,97.38,Medium Risk
LN01079,32.0,1104115,Home Loan,2894000,9.52,2025-11-22,Fully Paid,Recovered,2778691.95,115308.05,96.02,Medium Risk
LN02471,42.0,912793,Home Loan,2877000,8.82,2026-02-24,Fully Paid,Recovered,2816328.48,60671.52,97.89,Medium Risk
LN04925,40.0,868594,Personal Loan,536000,15.76,2025-06-14,Fully Paid,Recovered,517775.17,18224.83,96.6,Medium Risk
LN06138,24.0,722559,Personal Loan,380000,16.34,2026-03-25,Fully Paid,Recovered,377130.63,2869.37,99.24,Medium Risk
LN00971,38.0,2014729,Home Loan,2325000,8.49,2025-11-15,Fully Paid,Recovered,2212123.79,112876.21,95.15,Medium Risk
LN04413,38.0,537104,Business Loan,4180000,13.4,2026-02-23,Fully Paid,Recovered,4065124.59,114875.41,97.25,High Risk
LN09070,31.0,1481129,Home Loan,4760000,9.43,2025-10-05,Fully Paid,Recovered,4641628.28,118371.72,97.51,Medium Risk
LN03904,52.0,376619,Personal Loan,302000,16.46,2025-07-04,Fully Paid,Recovered,288999.76,13000.24,95.7,Medium Risk
LN07952,52.0,795775,Home Loan,3372000,8.82,2025-08-25,Fully Paid,Recovered,3247176.68,124823.32,96.3,Medium Risk
LN03354,47.0,1756480,Personal Loan,418000,14.93,2025-12-06,Charged Off,Default,68399.59,349600.41,16.36,Low Risk
LN03239,38.0,612956,Personal Loan,403000,15.45,2025-08-08,Fully Paid,Recovered,386346.59,16653.41,95.87,Medium Risk
LN00107,44.0,308287,Personal Loan,489000,15.1,2026-02-20,Fully Paid,Recovered,488484.15,515.85,99.89,Medium Risk
LN05340,51.0,386635,Home Loan,3955000,8.66,2026-02-28,Fully Paid,Recovered,3883009.97,71990.03,98.18,High Risk
LN09626,46.0,600723,Education Loan,693000,11.65,2025-07-05,Fully Paid,Recovered,668849.31,24150.69,96.52,Medium Risk
LN01340,35.0,725603,Personal Loan,487000,15.36,2026-01-29,Fully Paid,Recovered,469621.19,17378.81,96.43,Medium Risk
LN00451,23.0,723604,Home Loan,3516000,8.89,2025-06-09,Fully Paid,Recovered,3350698.99,165301.01,95.3,Medium Risk
LN07738,58.0,735839,Business Loan,4119000,13.21,2025-10-27,Fully Paid,Recovered,4009741.47,109258.53,97.35,Medium Risk
LN02169,33.0,946912,Home Loan,4531000,8.13,2026-01-07,Charged Off,Default,1731607.23,2799392.77,38.22,Medium Risk
LN09315,35.0,759658,Education Loan,636000,10.82,2025-05-31,Charged Off,Default,196890.68,439109.32,30.96,Medium Risk
LN09400,34.0,875241,Home Loan,2649000,8.66,2025-10-17,Charged Off,Default,467899.15,2181100.85,17.66,Medium Risk
LN05713,47.0,470376,Home Loan,4719000,9.35,2026-04-15,Fully Paid,Recovered,4497236.38,221763.62,95.3,High Risk
LN07078,,356227,Home Loan,3632000,9.57,2025-05-05,Fully Paid,Recovered,3549165.46,82834.54,97.72,High Risk
LN07739,51.0,1039553,Home Loan,4194000,9.39,2026-02-08,Fully Paid,Recovered,3997048.23,196951.77,95.3,Medium Risk
LN03486,34.0,517428,Business Loan,5032000,13.15,2025-10-09,Charged Off,Default,967608.17,4064391.83,19.23,High Risk
LN05703,25.0,989732,Education Loan,763000,11.07,2025-10-01,Fully Paid,Recovered,752680.75,10319.25,98.65,Medium Risk
LN03990,25.0,691625,Business Loan,5608000,12.35,2025-04-28,Charged Off,Default,1761340.59,3846659.41,31.41,Medium Risk
LN03376,61.0,1137904,Personal Loan,428000,15.27,2025-12-13,Fully Paid,Recovered,421650.03,6349.97,98.52,Medium Risk
LN00533,26.0,702094,Education Loan,803000,11.09,2025-06-01,Charged Off,Default,282152.39,520847.61,35.14,Medium Risk
LN08218,29.0,473321,Personal Loan,368000,15.21,2025-05-17,Fully Paid,Recovered,365647.52,2352.48,99.36,Medium Risk
LN04522,24.0,349720,Auto Loan,719000,11.3,2025-04-26,Charged Off,Default,176867.87,542132.13,24.6,Medium Risk
LN09110,32.0,452567,Personal Loan,458000,15.32,2025-12-16,Charged Off,Default,80311.07,377688.93,17.54,Medium Risk
LN03873,31.0,289302,Home Loan,4131000,9.56,2026-01-04,Fully Paid,Recovered,4103606.56,27393.44,99.34,High Risk
LN01747,33.0,1003975,Education Loan,802000,10.83,2025-09-18,Charged Off,Default,298699.54,503300.46,37.24,Medium Risk
LN05939,44.0,229146,Personal Loan,399000,16.81,2026-02-02,Charged Off,Default,46311.7,352688.3,11.61,Medium Risk
LN09976,62.0,511161,Auto Loan,745000,10.62,2025-11-08,Charged Off,Default,185524.69,559475.31,24.9,Medium Risk
LN01442,41.0,862290,Personal Loan,421000,16.47,2025-07-16,Charged Off,Default,99749.15,321250.85,23.69,Medium Risk
LN05899,49.0,379797,Education Loan,661000,10.84,2025-04-27,Fully Paid,Recovered,657446.36,3553.64,99.46,Medium Risk
LN01497,61.0,2395049,Personal Loan,363000,14.81,2025-09-13,Charged Off,Default,106995.83,256004.17,29.48,Low Risk
LN09304,34.0,956108,Business Loan,3176000,13.74,2026-02-15,Fully Paid,Recovered,3043183.1,132816.9,95.82,Medium Risk
LN01786,57.0,1425625,Home Loan,4054000,8.51,2025-05-27,Fully Paid,Recovered,3938670.54,115329.46,97.16,Medium Risk
LN01796,39.0,726774,Home Loan,2480000,9.77,2025-11-12,Charged Off,Default,471058.05,2008941.95,18.99,Medium Risk
LN08707,28.0,1087742,Home Loan,3930000,9.19,2026-04-13,Charged Off,Default,1344532.98,2585467.02,34.21,Medium Risk
LN00030,49.0,425766,Personal Loan,475000,16.46,2025-06-16,Fully Paid,Recovered,472343.05,2656.95,99.44,Medium Risk
LN02068,48.0,253683,Home Loan,4483000,9.94,2025-09-07,Fully Paid,Recovered,4348712.2,134287.8,97.0,High Risk
LN08629,39.0,433613,Auto Loan,813000,11.68,2025-05-11,Charged Off,Default,161100.44,651899.56,19.82,Medium Risk
LN06419,23.0,1107371,Home Loan,4462000,8.45,2026-02-01,Fully Paid,Recovered,4459949.49,2050.51,99.95,Medium Risk
LN02115,47.0,879310,Personal Loan,338000,16.22,2025-10-12,Fully Paid,Recovered,322887.79,15112.21,95.53,Medium Risk
LN09296,,1331986,Auto Loan,977000,10.16,2025-12-14,Fully Paid,Recovered,949162.57,27837.43,97.15,Medium Risk
LN07690,46.0,541869,Auto Loan,871000,10.46,2025-07-10,Charged Off,Default,327735.52,543264.48,37.63,Medium Risk
LN06863,37.0,407882,Personal Loan,389000,15.79,2026-03-25,Charged Off,Default,122465.88,266534.12,31.48,Medium Risk
LN01738,47.0,1203683,Personal Loan,457000,15.66,2025-10-09,Fully Paid,Recovered,435680.54,21319.46,95.33,Medium Risk
LN03102,39.0,781735,Auto Loan,787000,10.19,2026-03-19,Fully Paid,Recovered,776577.13,10422.87,98.68,Medium Risk
LN07938,33.0,716490,Home Loan,4810000,9.27,2025-06-07,Fully Paid,Recovered,4577059.12,232940.88,95.16,Medium Risk
LN01659,43.0,2320530,Home Loan,2101000,7.59,2025-10-31,Fully Paid,Recovered,2081399.53,19600.47,99.07,Medium Risk
LN05420,46.0,637872,Auto Loan,1146000,11.16,2025-12-01,Charged Off,Default,405777.13,740222.87,35.41,Medium Risk
LN03953,57.0,2158996,Home Loan,3781000,9.32,2025-10-17,Fully Paid,Recovered,3722793.0,58207.0,98.46,Medium Risk
LN08063,,961272,Personal Loan,319000,14.75,2025-07-22,Charged Off,Default,73990.94,245009.06,23.19,Medium Risk
LN08403,56.0,416251,Home Loan,3525000,9.58,2025-06-03,Charged Off,Default,1074560.84,2450439.16,30.48,High Risk
LN07041,31.0,1005207,Auto Loan,1018000,10.05,2026-02-14,Fully Paid,Recovered,976562.24,41437.76,95.93,Medium Risk
LN00109,58.0,232218,Home Loan,4261000,8.79,2025-05-24,Fully Paid,Recovered,4223413.26,37586.74,99.12,High Risk
LN03729,27.0,610838,Personal Loan,493000,16.49,2025-05-22,Charged Off,Default,137160.07,355839.93,27.82,Medium Risk
LN04177,48.0,2108566,Personal Loan,423000,15.03,2025-05-10,Fully Paid,Recovered,405062.67,17937.33,95.76,Low Risk
LN03028,23.0,1068996,Auto Loan,563000,11.43,2025-10-11,Fully Paid,Recovered,560234.89,2765.11,99.51,Medium Risk
LN05757,25.0,401555,Home Loan,5128000,9.62,2026-01-25,Fully Paid,Recovered,4962338.52,165661.48,96.77,High Risk
LN05455,45.0,814928,Auto Loan,854000,9.85,2025-04-27,Fully Paid,Recovered,812583.53,41416.47,95.15,Medium Risk
LN07662,63.0,414781,Education Loan,787000,12.59,2026-01-06,Fully Paid,Recovered,753951.32,33048.68,95.8,Medium Risk
LN08327,30.0,1019152,Personal Loan,241000,15.39,2026-02-26,Fully Paid,Recovered,233042.1,7957.9,96.7,Medium Risk
LN09891,28.0,348227,Business Loan,5014000,13.34,2025-10-29,Charged Off,Default,1017736.32,3996263.68,20.3,High Risk
LN03510,46.0,559276,Auto Loan,659000,9.78,2025-07-23,Charged Off,Default,228650.98,430349.02,34.7,Medium Risk
